Date,Open,High,Low,Close,Adj Close,Volume
04-02-2011,1.5627,1.578,1.548,1.564,23.459999,8160000
07-02-2011,1.5507,1.5507,1.5253,1.538,23.07,13426500
08-02-2011,1.5853,1.6833,1.5333,1.6327,24.49,52573500
09-02-2011,1.6087,1.612,1.5193,1.5473,23.209999,39534000
10-02-2011,1.5507,1.576,1.5207,1.5477,23.219999,12541500
11-02-2011,1.55,1.5833,1.5293,1.55,23.25,9517500
14-02-2011,1.576,1.6093,1.5367,1.5387,23.08,19246500
15-02-2011,1.534,1.5447,1.504,1.5227,22.84,14305500
16-02-2011,1.54,1.6647,1.538,1.6487,24.73,61726500
17-02-2011,1.642,1.6993,1.57,1.5733,23.6,39276000
18-02-2011,1.5553,1.566,1.5307,1.5453,23.18,35560500
22-02-2011,1.5253,1.5333,1.452,1.458,21.870001,30969000
23-02-2011,1.4787,1.5,1.4073,1.4553,21.83,24084000
24-02-2011,1.452,1.5053,1.4333,1.502,22.530001,15829500
25-02-2011,1.5207,1.59,1.5127,1.574,23.610001,20194500
28-02-2011,1.5827,1.6067,1.5667,1.5927,23.889999,15768000
01-03-2011,1.6033,1.6213,1.58,1.596,23.940001,16596000
02-03-2011,1.588,1.6187,1.5817,1.6013,24.02,9949500
03-03-2011,1.632,1.6527,1.604,1.624,24.360001,9603000
04-03-2011,1.632,1.666,1.5853,1.6633,24.950001,23701500
07-03-2011,1.662,1.6933,1.6467,1.6627,24.940001,30504000
08-03-2011,1.64,1.664,1.6,1.644,24.66,20998500
09-03-2011,1.644,1.666,1.618,1.648,24.719999,13872000
10-03-2011,1.6293,1.6327,1.582,1.6007,24.01,15255000
11-03-2011,1.59,1.6167,1.5687,1.6047,24.07,13962000
14-03-2011,1.588,1.6,1.5467,1.55,23.25,17490000
15-03-2011,1.48,1.5307,1.4533,1.53,22.950001,19782000
16-03-2011,1.524,1.55,1.5127,1.5213,22.82,17545500
17-03-2011,1.5493,1.562,1.5093,1.5207,22.809999,13839000
18-03-2011,1.546,1.546,1.5007,1.5307,22.959999,10318500
21-03-2011,1.5367,1.5367,1.5027,1.5153,22.73,6175500
22-03-2011,1.5153,1.524,1.4667,1.4793,22.190001,8743500
23-03-2011,1.474,1.4847,1.4513,1.4807,22.209999,6342000
24-03-2011,1.476,1.492,1.4653,1.4887,22.33,6933000
25-03-2011,1.4953,1.5333,1.4933,1.5167,22.75,8520000
28-03-2011,1.5133,1.5693,1.5033,1.55,23.25,15871500
29-03-2011,1.5533,1.6,1.5473,1.5947,23.92,11331000
30-03-2011,1.6073,1.6327,1.534,1.5807,23.709999,18349500
31-03-2011,1.77,1.914,1.7667,1.85,27.75,172767000
01-04-2011,1.83,1.8787,1.7713,1.7773,26.66,42972000
04-04-2011,1.7887,1.8,1.682,1.722,25.83,39139500
05-04-2011,1.7267,1.8,1.7127,1.78,26.700001,47713500
06-04-2011,1.7993,1.8007,1.72,1.766,26.49,19324500
07-04-2011,1.79,1.8627,1.7633,1.816,27.24,42154500
08-04-2011,1.8387,1.84,1.7573,1.766,26.49,29196000
11-04-2011,1.7647,1.7687,1.668,1.6847,25.27,20541000
12-04-2011,1.672,1.6807,1.62,1.6433,24.65,20361000
13-04-2011,1.6753,1.7127,1.654,1.662,24.93,18172500
14-04-2011,1.658,1.6853,1.6133,1.676,25.139999,14751000
15-04-2011,1.71,1.7453,1.694,1.7053,25.58,14152500
18-04-2011,1.6753,1.708,1.624,1.6687,25.030001,15508500
19-04-2011,1.684,1.684,1.6433,1.6773,25.16,8230500
20-04-2011,1.7133,1.7393,1.6867,1.7167,25.75,12558000
21-04-2011,1.7233,1.7987,1.706,1.7827,26.74,20791500
25-04-2011,1.78,1.782,1.7313,1.7593,26.389999,12013500
26-04-2011,1.7773,1.8167,1.754,1.7953,26.93,21000000
27-04-2011,1.7953,1.824,1.7753,1.8053,27.08,14953500
28-04-2011,1.8047,1.846,1.7813,1.844,27.66,24000000
29-04-2011,1.846,1.858,1.828,1.84,27.6,10890000
02-05-2011,1.84,1.8533,1.804,1.83,27.450001,11769000
03-05-2011,1.8253,1.826,1.7667,1.7913,26.870001,13708500
04-05-2011,1.7853,1.8,1.7167,1.7793,26.690001,15667500
05-05-2011,1.8133,1.8293,1.7447,1.7627,26.440001,18277500
06-05-2011,1.7933,1.8467,1.7747,1.808,27.120001,14725500
09-05-2011,1.8,1.8667,1.79,1.8607,27.91,13746000
10-05-2011,1.8827,1.93,1.8607,1.8887,28.33,23029500
11-05-2011,1.88,1.8866,1.7947,1.8047,27.07,14437500
12-05-2011,1.8047,1.8493,1.7767,1.8447,27.67,9420000
13-05-2011,1.8667,1.8793,1.82,1.8367,27.549999,9922500
16-05-2011,1.866,1.866,1.77,1.7733,26.6,11335500
17-05-2011,1.8,1.8,1.7147,1.7307,25.959999,18513000
18-05-2011,1.74,1.7647,1.7013,1.7567,26.35,10942500
19-05-2011,1.802,1.896,1.7733,1.88,28.200001,39826500
20-05-2011,1.884,1.8853,1.8233,1.8647,27.969999,12637500
23-05-2011,1.8413,1.8413,1.7747,1.788,26.82,12954000
24-05-2011,1.8013,1.8333,1.7733,1.7813,26.719999,9205500
25-05-2011,1.7933,1.934,1.7447,1.932,28.98,70396500
26-05-2011,1.9213,1.984,1.8733,1.9653,29.48,50053500
27-05-2011,1.9693,1.978,1.9213,1.97,29.549999,25306500
31-05-2011,1.9793,2.0187,1.97,2.0093,30.139999,49357500
01-06-2011,2,2.0067,1.892,1.9011,28.52,22948500
02-06-2011,1.9013,1.9547,1.9007,1.9173,28.76,14794500
03-06-2011,1.9967,2.1,1.9667,2.0087,30.129999,93138000
06-06-2011,1.94,2.0087,1.884,1.9133,28.700001,34966500
07-06-2011,1.9293,1.9593,1.884,1.8913,28.370001,18331500
08-06-2011,1.896,1.9067,1.8013,1.808,27.120001,25438500
09-06-2011,1.8287,1.8733,1.8067,1.8413,27.620001,24048000
10-06-2011,1.8347,1.8866,1.8233,1.8573,27.860001,23499000
13-06-2011,1.8713,1.9253,1.8587,1.8953,28.43,25701000
14-06-2011,1.9027,1.98,1.9013,1.9067,28.6,23601000
15-06-2011,1.896,1.8967,1.8047,1.8213,27.32,20175000
16-06-2011,1.8447,1.8667,1.716,1.7667,26.5,27633000
17-06-2011,1.7913,1.8467,1.7427,1.7667,26.5,25710000
20-06-2011,1.7527,1.764,1.7,1.734,26.01,23067000
21-06-2011,1.7493,1.8487,1.7333,1.8353,27.530001,22440000
22-06-2011,1.8247,1.8833,1.8067,1.814,27.209999,22134000
23-06-2011,1.8133,1.848,1.7473,1.8473,27.709999,17550000
24-06-2011,1.8427,1.8647,1.8173,1.8377,27.57,54127500
27-06-2011,1.8487,1.8853,1.8207,1.8307,27.459999,27141000
28-06-2011,1.8527,1.8833,1.8447,1.874,28.110001,13338000
29-06-2011,1.9,1.9393,1.8713,1.886,28.290001,21927000
30-06-2011,1.9,1.9553,1.8933,1.942,29.129999,14200500
01-07-2011,1.938,1.9733,1.92,1.9347,29.02,12823500
05-07-2011,1.9347,1.968,1.914,1.9427,29.139999,14940000
06-07-2011,1.9427,1.9427,1.9033,1.9307,28.959999,13903500
07-07-2011,1.9427,2,1.934,1.982,29.73,19918500
08-07-2011,1.9927,1.9927,1.906,1.9207,28.809999,18609000
11-07-2011,1.8933,1.902,1.8667,1.89,28.35,14637000
12-07-2011,1.8913,1.9393,1.8667,1.878,28.17,15681000
13-07-2011,1.8953,1.9353,1.86,1.9093,28.639999,15990000
14-07-2011,1.902,1.9307,1.8167,1.8407,27.610001,17385000
15-07-2011,1.8527,1.8553,1.8267,1.8387,27.58,10635000
18-07-2011,1.8227,1.83,1.7753,1.8153,27.23,12778500
19-07-2011,1.8387,1.874,1.836,1.8593,27.889999,15391500
20-07-2011,1.8667,2.0293,1.8533,1.9127,28.690001,45724500
21-07-2011,1.9273,1.944,1.8733,1.9133,28.700001,15172500
22-07-2011,1.9133,1.9693,1.9034,1.9527,29.290001,8752500
25-07-2011,1.934,1.95,1.896,1.8993,28.49,10099500
26-07-2011,1.8873,1.918,1.8647,1.8667,28,11409000
27-07-2011,1.9,1.9,1.834,1.8427,27.639999,14377500
28-07-2011,1.84,1.9033,1.836,1.878,28.17,14080500
29-07-2011,1.8533,1.8933,1.8333,1.878,28.17,14223000
01-08-2011,1.9113,1.932,1.8807,1.918,28.77,17473500
02-08-2011,1.9127,1.9467,1.818,1.8227,27.34,23241000
03-08-2011,1.8333,1.8553,1.7557,1.8133,27.200001,26917500
04-08-2011,1.7673,1.7927,1.6447,1.65,24.75,45967500
05-08-2011,1.666,1.692,1.522,1.616,24.24,29466000
08-08-2011,1.54,1.6293,1.54,1.576,23.639999,39127500
09-08-2011,1.61,1.6967,1.58,1.6707,25.059999,20001000
10-08-2011,1.696,1.696,1.5753,1.588,23.82,23463000
11-08-2011,1.6027,1.7167,1.6,1.6867,25.299999,12547500
12-08-2011,1.7067,1.8093,1.6907,1.754,26.309999,15136500
15-08-2011,1.7747,1.7833,1.7287,1.7487,26.23,11079000
16-08-2011,1.742,1.7693,1.722,1.74,26.1,8065500
17-08-2011,1.7593,1.7767,1.7007,1.722,25.83,9655500
18-08-2011,1.6667,1.6767,1.5647,1.6173,24.26,15849000
19-08-2011,1.5907,1.6147,1.4667,1.4867,22.299999,20629500
22-08-2011,1.5407,1.5867,1.4453,1.4633,21.950001,14791500
23-08-2011,1.462,1.5407,1.4333,1.5307,22.959999,13035000
24-08-2011,1.54,1.5953,1.522,1.5913,23.870001,10264500
25-08-2011,1.5913,1.5913,1.5267,1.5407,23.110001,10197000
26-08-2011,1.514,1.5967,1.4713,1.582,23.73,11427000
29-08-2011,1.6147,1.6567,1.6013,1.6473,24.709999,12051000
30-08-2011,1.6333,1.6513,1.606,1.642,24.629999,5493000
31-08-2011,1.6533,1.7,1.6187,1.6493,24.74,12357000
01-09-2011,1.644,1.658,1.589,1.6,24,12721500
02-09-2011,1.5773,1.5993,1.512,1.538,23.07,11548500
06-09-2011,1.5,1.5467,1.486,1.5293,22.940001,12147000
07-09-2011,1.5593,1.6,1.552,1.5893,23.84,6888000
08-09-2011,1.572,1.602,1.552,1.574,23.610001,7585500
09-09-2011,1.558,1.5713,1.5033,1.5313,22.969999,10039500
12-09-2011,1.5157,1.554,1.4967,1.5253,22.879999,8499000
13-09-2011,1.534,1.6067,1.5167,1.6053,24.08,10897500
14-09-2011,1.6167,1.656,1.586,1.6227,24.34,12462000
15-09-2011,1.6387,1.662,1.622,1.6547,24.82,8439000
16-09-2011,1.652,1.7227,1.6327,1.72,25.799999,21256500
19-09-2011,1.6633,1.7207,1.588,1.718,25.77,17361000
20-09-2011,1.732,1.7733,1.7113,1.734,26.01,17706000
21-09-2011,1.73,1.7967,1.7133,1.7233,25.85,14814000
22-09-2011,1.7093,1.7407,1.6587,1.7087,25.629999,11637000
23-09-2011,1.6993,1.7747,1.69,1.7587,26.379999,17346000
26-09-2011,1.768,1.768,1.66,1.7013,25.52,14022000
27-09-2011,1.7333,1.7993,1.7047,1.746,26.190001,10117500
28-09-2011,1.7333,1.7667,1.634,1.6393,24.59,10849500
29-09-2011,1.7147,1.7213,1.57,1.608,24.120001,13944000
30-09-2011,1.6533,1.6593,1.566,1.626,24.389999,20041500
03-10-2011,1.6633,1.6667,1.55,1.582,23.73,15348000
04-10-2011,1.5527,1.6213,1.5287,1.5773,23.66,18004500
05-10-2011,1.602,1.7223,1.5567,1.6913,25.370001,18442500
06-10-2011,1.6913,1.84,1.668,1.7973,26.959999,26536500
07-10-2011,1.7987,1.84,1.7367,1.7993,26.99,19674000
10-10-2011,1.8207,1.8787,1.8,1.8587,27.879999,13852500
11-10-2011,1.834,1.8513,1.806,1.8407,27.610001,8635500
12-10-2011,1.8167,1.8667,1.8133,1.8533,27.799999,16851000
13-10-2011,1.842,1.898,1.8293,1.8627,27.940001,15652500
14-10-2011,1.8667,1.9033,1.8173,1.87,28.049999,21007500
17-10-2011,1.8573,1.8667,1.8173,1.828,27.42,11317500
18-10-2011,1.82,1.8952,1.7807,1.8893,28.34,14995500
19-10-2011,1.868,1.8707,1.82,1.838,27.57,11893500
20-10-2011,1.8293,1.8313,1.8,1.8227,27.34,14995500
21-10-2011,1.8267,1.8867,1.8007,1.8687,28.030001,17139000
24-10-2011,1.858,1.926,1.85,1.9033,28.549999,14109000
25-10-2011,1.882,1.924,1.8533,1.8833,28.25,9816000
26-10-2011,1.8793,1.8913,1.8267,1.8653,27.98,7657500
27-10-2011,1.8893,1.93,1.874,1.9173,28.76,13041000
28-10-2011,1.9,2,1.8673,1.9913,29.870001,18960000
31-10-2011,1.9667,1.9673,1.9167,1.958,29.370001,17010000
01-11-2011,1.8927,1.928,1.8667,1.9253,28.879999,9528000
02-11-2011,1.9333,1.9507,1.8833,1.914,28.709999,13129500
03-11-2011,2,2.166,1.9687,2.164,32.459999,37645500
04-11-2011,2.0973,2.16,2.034,2.154,32.310001,45493500
07-11-2011,2.1093,2.1333,2.05,2.0847,31.27,18994500
08-11-2011,2.0913,2.1333,2.048,2.1227,31.84,17518500
09-11-2011,2.058,2.0993,2.02,2.0587,30.879999,14305500
10-11-2011,2.0627,2.1,2.0433,2.0887,31.33,11209500
11-11-2011,2.1267,2.3,2.038,2.2427,33.639999,58024500
14-11-2011,2.2,2.236,2.1747,2.2147,33.220001,19885500
15-11-2011,2.1947,2.2933,2.182,2.262,33.93,13365000
16-11-2011,2.232,2.3333,2.2269,2.3293,34.939999,27498000
17-11-2011,2.3,2.3267,2.2127,2.2453,33.68,20239500
18-11-2011,2.2427,2.274,2.1693,2.1733,32.599998,13542000
21-11-2011,2.1627,2.1627,2.07,2.1173,31.76,15474000
22-11-2011,2.1173,2.186,2.07,2.138,32.07,10989000
23-11-2011,2.1173,2.1367,2.0833,2.0967,31.450001,6777000
25-11-2011,2.1033,2.1607,2.072,2.1107,31.66,3594000
28-11-2011,2.1333,2.2187,2.1207,2.1707,32.560001,10218000
29-11-2011,2.166,2.2047,2.1087,2.1167,31.75,8866500
30-11-2011,2.1667,2.1953,2.148,2.1827,32.740002,11404500
01-12-2011,2.1713,2.266,2.132,2.1733,32.599998,15453000
02-12-2011,2.1887,2.246,2.16,2.22,33.299999,12042000
05-12-2011,2.2353,2.3333,2.2287,2.2947,34.419998,17401500
06-12-2011,2.28,2.332,2.2687,2.3247,34.869999,14277000
07-12-2011,2.3087,2.326,2.2533,2.2793,34.189999,10114500
08-12-2011,2.056,2.11,1.974,2.0593,30.889999,49587000
09-12-2011,2.036,2.0747,2.0187,2.0693,31.040001,18592500
12-12-2011,2.0293,2.0413,2.0013,2.0273,30.41,11380500
13-12-2011,2.038,2.062,1.9274,1.9633,29.450001,14911500
14-12-2011,1.9667,1.9787,1.8667,1.902,28.530001,17458500
15-12-2011,1.9113,1.9447,1.8747,1.908,28.620001,10504500
16-12-2011,1.9193,1.9287,1.8653,1.8667,28,15445500
19-12-2011,1.8727,1.9,1.8247,1.85,27.75,14805000
20-12-2011,1.87,1.8967,1.8477,1.86,27.9,12649500
21-12-2011,1.8607,1.8713,1.7353,1.838,27.57,25582500
22-12-2011,1.84,1.87,1.82,1.8513,27.77,15141000
23-12-2011,1.8667,1.8667,1.8347,1.86,27.9,8871000
27-12-2011,1.844,1.918,1.8427,1.9047,28.57,11662500
28-12-2011,1.9327,1.9493,1.8693,1.9007,28.51,8628000
29-12-2011,1.906,1.956,1.9033,1.9153,28.73,7323000
30-12-2011,1.8993,1.932,1.8833,1.904,28.559999,5097000
03-01-2012,1.9293,1.9667,1.8433,1.872,28.08,13921500
04-01-2012,1.8807,1.9113,1.8333,1.8473,27.709999,9451500
05-01-2012,1.8507,1.862,1.79,1.808,27.120001,15082500
06-01-2012,1.8133,1.8527,1.7607,1.794,26.91,14794500
09-01-2012,1.8,1.8327,1.7413,1.8167,27.25,13455000
10-01-2012,1.8293,1.8507,1.8167,1.8413,27.620001,10077000
11-01-2012,1.8413,1.892,1.82,1.882,28.23,10084500
12-01-2012,1.8987,1.908,1.8537,1.8833,28.25,10939500
13-01-2012,1.8933,1.9,1.5093,1.5193,22.790001,82506000
17-01-2012,1.7747,1.8227,1.7607,1.7733,26.6,69774000
18-01-2012,1.7793,1.792,1.75,1.7873,26.809999,18903000
19-01-2012,1.8127,1.8493,1.774,1.784,26.76,18694500
20-01-2012,1.7933,1.8,1.76,1.7733,26.6,9934500
23-01-2012,1.7873,1.814,1.7733,1.7847,26.77,8919000
24-01-2012,1.7753,1.8453,1.7627,1.828,27.42,12870000
25-01-2012,1.818,1.8673,1.8033,1.8647,27.969999,9168000
26-01-2012,1.8713,1.972,1.8667,1.9293,28.940001,19066500
27-01-2012,1.9,1.9813,1.9,1.9553,29.33,11226000
30-01-2012,1.966,1.974,1.9019,1.9713,29.57,10935000
31-01-2012,1.9933,2,1.9247,1.938,29.07,14346000
01-02-2012,1.938,1.98,1.9333,1.972,29.58,7848000
02-02-2012,1.9813,2.0587,1.9737,2.0167,30.25,12085500
03-02-2012,2.0273,2.0887,2.0167,2.0767,31.15,11467500
06-02-2012,2.0733,2.1267,2.07,2.12,31.799999,9781500
07-02-2012,2.12,2.12,2.0547,2.1067,31.6,15324000
08-02-2012,2.1067,2.134,2.086,2.1287,31.93,9355500
09-02-2012,2.1333,2.1933,2.0953,2.172,32.580002,19156500
