Date,Open,High,Low,Close,Adj Close,Volume
27-02-2014,17.4167,17.46,16.5553,16.836,252.539993,269187000
28-02-2014,16.6433,16.8453,16.17,16.3207,244.809998,218847000
03-03-2014,15.8173,16.7767,15.666,16.704,250.559998,196339500
04-03-2014,17.232,17.3333,16.8553,16.9893,254.839996,131184000
05-03-2014,17.1147,17.1327,16.7867,16.844,252.660004,89035500
06-03-2014,16.9427,17.1667,16.63,16.8627,252.940002,110416500
07-03-2014,16.8627,16.99,16.294,16.414,246.210007,117184500
10-03-2014,16.18,16.2,15.7373,15.9227,238.839996,115921500
11-03-2014,15.7667,16.3067,15.4951,15.6273,234.410004,132151500
12-03-2014,15.4333,16.5,15.4073,16.0993,241.490005,146316000
13-03-2014,16.2527,16.2793,15.6,15.8527,237.789993,93544500
14-03-2014,15.686,15.7958,15.2213,15.398,230.970001,124345500
17-03-2014,15.6633,15.862,15.3667,15.5987,233.979996,88689000
18-03-2014,15.7967,16.1,15.668,16.0027,240.039993,93634500
19-03-2014,16.0927,16.1033,15.5673,15.7227,235.839996,76069500
20-03-2014,15.744,15.95,15.5573,15.6607,234.910004,57268500
21-03-2014,15.7347,15.7467,15.1667,15.2593,228.889999,123253500
24-03-2014,15.3167,15.3267,14.018,14.678,220.169998,169932000
25-03-2014,14.9427,15.1367,14.5267,14.696,220.440002,117981000
26-03-2014,14.7967,14.84,14.09,14.1973,212.960007,103609500
27-03-2014,14.158,14.24,13.5333,13.8213,207.320007,142435500
28-03-2014,14.1867,14.448,14.018,14.158,212.369995,145272000
31-03-2014,14.4333,14.45,13.7593,13.8967,208.449997,125700000
01-04-2014,13.9347,14.544,13.9053,14.4647,216.970001,110571000
02-04-2014,14.6667,15.3927,14.5367,15.3527,230.289993,161734500
03-04-2014,15.3533,15.7153,14.8,15.0267,225.399994,163855500
04-04-2014,15.0673,15.218,14.0833,14.1483,212.229996,170184000
07-04-2014,13.7207,14.4133,13.5673,13.8347,207.520004,147832500
08-04-2014,14.0033,14.4327,13.7613,14.364,215.460007,103339500
09-04-2014,14.4507,14.5633,14.0593,14.462,216.929993,77368500
10-04-2014,14.4547,14.5,13.586,13.6127,204.190002,108172500
11-04-2014,13.374,13.8,13.24,13.5853,203.779999,136008000
14-04-2014,13.84,13.896,12.9607,13.206,198.089996,115545000
15-04-2014,13.2727,13.286,12.288,12.9273,193.910004,204889500
16-04-2014,13.1333,13.3327,12.7213,13.274,199.110001,108033000
17-04-2014,13.3073,13.486,12.9387,13.208,198.119995,88902000
21-04-2014,13.1387,13.7467,12.9333,13.6253,204.380005,78873000
22-04-2014,13.7573,14.622,13.6673,14.576,218.639999,147070500
23-04-2014,14.422,14.4493,13.8,13.866,207.990005,109434000
24-04-2014,14.054,14.1867,13.5467,13.8573,207.860001,82428000
25-04-2014,13.4667,13.78,13.1767,13.3233,199.850006,104950500
28-04-2014,13.3333,13.586,12.7,13.234,198.509995,105630000
29-04-2014,13.214,13.8099,13.0353,13.7947,206.919998,86686500
30-04-2014,13.5733,13.8773,13.4187,13.8593,207.889999,66609000
01-05-2014,13.8053,14.268,13.7127,13.8487,207.729996,81598500
02-05-2014,13.9067,14.0907,13.768,14.0607,210.910004,61302000
05-05-2014,13.9653,14.5127,13.9013,14.4407,216.610001,77205000
06-05-2014,14.44,14.5773,13.79,13.8187,207.279999,84550500
07-05-2014,13.976,14.0133,13.15,13.4233,201.350006,152689500
08-05-2014,12.1333,12.96,11.8667,11.906,178.589996,300849000
09-05-2014,11.9907,12.2267,11.8147,12.1507,182.259995,127428000
12-05-2014,12.258,12.4793,11.992,12.3113,184.669998,105034500
13-05-2014,12.2507,12.756,12.2,12.6773,190.160004,106458000
14-05-2014,12.5967,12.8987,12.4733,12.708,190.619995,81100500
15-05-2014,12.6653,12.844,12.3533,12.5727,188.589996,90606000
16-05-2014,12.5967,12.8027,12.5147,12.7707,191.559998,67315500
19-05-2014,12.7147,13.126,12.6667,13.0727,196.089996,68575500
20-05-2014,13.1293,13.2887,12.8713,13.02,195.300003,83191500
21-05-2014,13.0787,13.3247,12.986,13.2967,199.449997,79281000
22-05-2014,13.3567,13.792,13.304,13.6587,204.880005,93217500
23-05-2014,13.6353,13.8507,13.5,13.82,207.300003,60102000
27-05-2014,13.9013,14.258,13.8467,14.104,211.559998,80116500
28-05-2014,14.0013,14.1847,13.684,14.016,210.240005,82426500
29-05-2014,14.038,14.166,13.848,14.016,210.240005,55387500
30-05-2014,14.02,14.32,13.8013,13.8513,207.770004,83716500
02-06-2014,13.822,13.9567,13.4447,13.6467,204.699997,69826500
03-06-2014,13.566,13.8667,13.506,13.6627,204.940002,57912000
04-06-2014,13.6233,13.7507,13.3597,13.5993,203.990005,51411000
05-06-2014,13.6313,13.9467,13.6033,13.7933,206.899994,60819000
06-06-2014,13.9833,14.054,13.812,13.8781,208.169998,46107000
09-06-2014,13.8633,13.9993,13.6133,13.6873,205.309998,42085500
10-06-2014,13.6287,13.798,13.4367,13.4867,202.300003,52720500
11-06-2014,13.4333,13.6667,13.2834,13.6313,204.470001,59662500
12-06-2014,13.6733,13.992,13.514,13.568,203.520004,89905500
13-06-2014,13.652,13.786,13.4389,13.7613,206.419998,53164500
16-06-2014,13.784,15.0327,13.7507,14.974,224.610001,197896500
17-06-2014,14.9407,15.7027,14.8567,15.4447,231.669998,198700500
18-06-2014,15.4333,15.4473,15.0747,15.1413,227.119995,104103000
19-06-2014,15.2587,15.6873,15.1333,15.186,227.789993,131896500
20-06-2014,15.2347,15.4193,15.08,15.306,229.589996,73558500
23-06-2014,15.3007,15.9327,15.2147,15.8147,237.220001,116866500
24-06-2014,15.9313,16.1253,15.4419,15.5,232.5,121138500
25-06-2014,15.5367,15.8367,15.3493,15.7927,236.889999,87024000
26-06-2014,15.8113,16.0267,15.6141,15.7067,235.600006,76821000
27-06-2014,15.646,16,15.6333,15.9373,239.059998,84525000
30-06-2014,15.97,16.2993,15.9333,16.004,240.059998,72429000
01-07-2014,16.164,16.2293,15.9133,15.9813,239.720001,65041500
02-07-2014,16.044,16.1553,15.138,15.295,229.429993,120411000
03-07-2014,15.4193,15.4599,14.9333,15.2833,229.25,77500500
07-07-2014,15.1667,15.3187,14.6933,14.844,222.660004,88405500
08-07-2014,14.5767,14.7307,14.2847,14.6047,219.070007,117543000
09-07-2014,14.7513,14.948,14.614,14.8707,223.059998,61731000
10-07-2014,14.4787,14.8147,14.4027,14.6307,219.460007,72958500
11-07-2014,14.7073,14.7733,14.5067,14.542,218.130005,49534500
14-07-2014,14.666,15.2527,14.3633,15.1133,226.699997,108048000
15-07-2014,15.1153,15.1767,14.54,14.6387,219.580002,85777500
16-07-2014,14.788,14.9867,14.4547,14.4773,217.160004,60667500
17-07-2014,14.4107,14.7033,14.24,14.36,215.399994,69741000
18-07-2014,14.3967,14.7473,14.3953,14.668,220.020004,63805500
21-07-2014,14.4833,14.8807,14.448,14.7027,220.539993,57333000
22-07-2014,14.8127,14.8867,14.6074,14.6387,219.580002,40950000
23-07-2014,14.6673,14.9833,14.6287,14.8327,222.490005,46249500
24-07-2014,14.8833,15.0067,14.72,14.9027,223.539993,48682500
25-07-2014,14.848,15.1313,14.7833,14.9047,223.570007,46306500
28-07-2014,14.95,15.4667,14.7601,14.988,224.820007,97714500
29-07-2014,15.1073,15.22,14.9907,15.0007,225.009995,50736000
30-07-2014,14.7947,15.3067,14.736,15.2613,228.919998,73764000
31-07-2014,15.284,15.4267,14.7667,14.8867,223.300003,115174500
01-08-2014,15.0727,15.8333,15.0667,15.5513,233.270004,178437000
04-08-2014,15.6253,16.0333,15.5513,15.9013,238.520004,89395500
05-08-2014,15.8313,16.1993,15.7127,15.8993,238.490005,80569500
06-08-2014,15.9267,16.7613,15.9053,16.5953,248.929993,138532500
07-08-2014,16.6747,17.1125,16.608,16.826,252.389999,111970500
08-08-2014,16.744,16.784,16.4333,16.542,248.130005,76351500
11-08-2014,17.032,17.5827,17,17.288,259.320007,121087500
12-08-2014,17.2053,17.3533,16.972,17.3307,259.959991,95734500
13-08-2014,17.4673,17.7093,17.3073,17.354,260.309998,103785000
14-08-2014,17.4993,17.5333,17.236,17.4253,261.380005,61842000
15-08-2014,17.432,17.4727,17.2333,17.4673,262.01001,57862500
18-08-2014,17.55,17.8173,17.3167,17.3293,259.940002,87552000
19-08-2014,17.258,17.2887,16.7747,17.1173,256.76001,80022000
20-08-2014,16.978,17.2493,16.8667,17.0473,255.710007,45232500
21-08-2014,17.1013,17.2533,16.884,16.956,254.339996,43734000
22-08-2014,16.9693,17.13,16.8407,17.1187,256.779999,42501000
25-08-2014,17.2127,17.5787,17.2127,17.5033,262.549988,64620000
26-08-2014,17.6653,17.7,17.444,17.4493,261.73999,57270000
27-08-2014,17.5667,17.616,17.3527,17.55,263.25,44776500
28-08-2014,17.4593,17.632,17.4427,17.5907,263.859985,42673500
29-08-2014,17.9133,18.1333,17.834,17.98,269.700012,96706500
02-09-2014,18.3667,18.9927,18.2867,18.9413,284.119995,147061500
03-09-2014,19.178,19.2,18.6733,18.746,281.190002,101584500
04-09-2014,18.934,19.428,18.6933,19.0693,286.040009,124735500
05-09-2014,18.8367,18.86,18.1673,18.4927,277.390015,167548500
08-09-2014,18.508,18.992,18.5015,18.8073,282.109985,82524000
09-09-2014,18.866,19.0327,18.4667,18.5653,278.480011,68382000
10-09-2014,18.6333,18.7607,18.244,18.74,281.100006,56719500
11-09-2014,18.6973,18.986,18.5753,18.6873,280.309998,56491500
12-09-2014,18.7,18.826,18.4667,18.6133,279.200012,49869000
15-09-2014,18.2913,18.2933,16.6087,16.924,253.860001,246831000
16-09-2014,17.01,17.4973,16.828,17.3827,260.73999,124501500
17-09-2014,17.494,17.6467,17.3,17.4253,261.380005,77665500
18-09-2014,17.5573,17.7067,17.488,17.588,263.820007,55389000
19-09-2014,17.1993,17.4287,17.018,17.288,259.320007,102163500
22-09-2014,17,17.068,16.314,16.6687,250.029999,123211500
23-09-2014,16.348,16.92,16.3333,16.694,250.410004,84880500
24-09-2014,16.7413,16.856,16.4693,16.8093,252.139999,56085075
25-09-2014,16.8347,16.9973,16.4067,16.4633,246.949997,72427245
26-09-2014,16.55,16.6487,16.4047,16.44,246.600006,56982615
29-09-2014,16.2667,16.576,16.092,16.3507,245.259995,72820305
30-09-2014,16.4613,16.51,16.0083,16.1787,242.679993,63721905
01-10-2014,16.1467,16.1773,15.71,16.016,240.240005,89197650
02-10-2014,16.68,16.8527,16.3573,16.7613,251.419998,135030015
03-10-2014,16.8707,17.1,16.7355,17.014,255.210007,81129975
06-10-2014,17.2753,17.4993,17.1867,17.3747,260.619995,115785825
07-10-2014,17.2353,17.4307,17.0487,17.3047,259.570007,67373535
08-10-2014,17.34,17.5253,16.8427,17.2853,259.279999,75939225
09-10-2014,17.4833,17.7027,16.96,17.134,257.01001,110419740
10-10-2014,16.3093,16.3927,15.68,15.794,236.910004,193474125
13-10-2014,15.9047,15.9309,14.7333,14.9727,224.589996,169148280
14-10-2014,15.2167,15.498,14.8667,15.1373,227.059998,106685085
15-10-2014,14.6667,15.3993,14.488,15.3133,229.699997,137274720
16-10-2014,14.648,15.328,14.6067,15.09,226.350006,81068475
17-10-2014,15.5587,15.6513,15.1033,15.1653,227.479996,158277750
20-10-2014,15.1147,15.4933,15.034,15.3647,230.470001,52495290
21-10-2014,15.618,15.6927,15.3867,15.6893,235.339996,61955175
22-10-2014,15.546,15.826,15.3707,15.4067,231.100006,61850955
23-10-2014,15.6437,15.752,15.4667,15.686,235.289993,52498230
24-10-2014,15.7513,15.8533,15.4133,15.6827,235.240005,52003905
27-10-2014,15.6167,15.6407,14.6873,14.778,221.669998,143300220
28-10-2014,15.3067,16.3067,15.2167,16.1847,242.770004,157744455
29-10-2014,16.0753,16.1,15.7093,15.8733,238.100006,74514600
30-10-2014,15.876,16.0333,15.6707,15.9107,238.660004,48425565
31-10-2014,16.1673,16.208,15.9167,16.1133,241.699997,56629905
03-11-2014,16.2,16.504,16.088,16.1727,242.589996,63109020
04-11-2014,16.0327,16.1567,15.7687,15.9287,238.929993,55238580
05-11-2014,16.0667,16.0907,15.3687,15.398,230.970001,135688875
06-11-2014,15.6327,16.446,15.2333,16.0813,241.220001,230320755
07-11-2014,16.146,16.1893,15.8133,16.0133,240.199997,77415345
10-11-2014,15.9407,16.192,15.7867,16.1287,241.929993,68658120
11-11-2014,16.17,16.788,16.1333,16.7387,251.080002,119288475
12-11-2014,16.648,16.8227,16.372,16.6067,249.100006,88062270
13-11-2014,16.708,17.05,16.6833,16.78,251.699997,93540540
14-11-2014,16.6667,17.2567,16.5667,17.2453,258.679993,91517175
17-11-2014,17.166,17.2667,16.8013,16.932,253.979996,60385425
18-11-2014,17.0573,17.3327,17.034,17.18,257.700012,67114410
19-11-2014,16.7073,16.792,16.3733,16.516,247.740005,118777290
20-11-2014,16.53,16.7287,16.4,16.5807,248.710007,53808300
21-11-2014,16.814,16.852,16.1447,16.1853,242.779999,112275885
24-11-2014,16.3467,16.5067,16.0427,16.448,246.720001,71845620
25-11-2014,16.49,16.648,16.406,16.5393,248.089996,47397060
26-11-2014,16.556,16.6,16.44,16.5627,248.440002,29727285
28-11-2014,16.3567,16.446,16.168,16.3013,244.520004,31795320
01-12-2014,16.0773,16.1647,15.2673,15.4427,231.639999,129290265
02-12-2014,15.638,15.6587,15.2,15.4287,231.429993,88305690
03-12-2014,15.0833,15.3147,15.0333,15.2867,229.300003,79615995
04-12-2014,15.24,15.3933,15.1873,15.2187,228.279999,58188120
05-12-2014,15.2447,15.2926,14.8173,14.914,223.710007,90954285
08-12-2014,14.7693,14.9907,14.156,14.2907,214.360001,138384285
09-12-2014,13.956,14.5153,13.618,14.4593,216.889999,141472530
10-12-2014,14.2753,14.4513,13.8467,13.9893,209.839996,109712085
11-12-2014,14.0353,14.362,13.882,13.9253,208.880005,100415970
12-12-2014,13.6547,14.112,13.6333,13.8,207,107606730
15-12-2014,13.9527,13.9867,13.5113,13.6027,204.039993,78273780
16-12-2014,13.3927,13.5787,13.0247,13.1873,197.809998,126391575
17-12-2014,12.8707,13.7767,12.8433,13.7213,205.820007,110517510
18-12-2014,14.1587,14.5627,14.12,14.5507,218.259995,112250235
19-12-2014,14.6793,14.6933,14.3,14.6193,219.289993,103656915
22-12-2014,14.6667,14.9373,14.5507,14.84,222.600006,72103755
23-12-2014,14.9207,14.9543,14.6349,14.7313,220.970001,67699815
24-12-2014,14.6513,14.8333,14.6167,14.8173,222.259995,20002770
26-12-2014,14.7673,15.2333,14.7667,15.188,227.820007,49905240
29-12-2014,15.1267,15.194,14.9347,15.0473,225.710007,42177420
30-12-2014,14.9327,15.0436,14.76,14.8153,222.229996,43548630
31-12-2014,14.8727,15.0453,14.8167,14.8273,222.410004,36031455
02-01-2015,14.858,14.8833,14.2173,14.6207,219.309998,71466645
05-01-2015,14.3033,14.4333,13.8108,14.006,210.089996,80527155
06-01-2015,14.004,14.28,13.614,14.0853,211.279999,93929040
07-01-2015,14.2233,14.3187,13.9853,14.0633,210.949997,44525850
08-01-2015,14.1873,14.2533,14.0007,14.041,210.619995,51637635
09-01-2015,13.928,13.9987,13.664,13.7773,206.660004,68710830
12-01-2015,13.5367,13.6313,13.2833,13.4807,202.210007,89254200
13-01-2015,13.5547,13.8407,13.3941,13.6167,204.25,67159800
14-01-2015,12.3887,13.0133,12.3333,12.846,192.690002,173277825
15-01-2015,12.966,13.05,12.6667,12.7913,191.869995,78247860
16-01-2015,12.7133,12.966,12.6433,12.8713,193.070007,54047370
20-01-2015,12.9247,12.9413,12.4693,12.7953,191.929993,67547730
21-01-2015,12.6367,13.2453,12.634,13.1047,196.570007,62295645
22-01-2015,13.1333,13.5493,13.0133,13.4413,201.619995,61753575
23-01-2015,13.3527,13.5667,13.222,13.4193,201.289993,51635565
26-01-2015,13.4553,13.908,13.4033,13.77,206.550003,48517830
27-01-2015,13.628,13.8687,13.5533,13.732,205.979996,41715360
28-01-2015,13.7407,13.7579,13.228,13.2913,199.369995,47244090
29-01-2015,13.4047,13.732,13.1,13.68,205.199997,53221590
30-01-2015,13.5973,13.8313,13.5333,13.5733,203.600006,45104385
02-02-2015,13.598,14.13,13.5533,14.0627,210.940002,62237790
03-02-2015,14.2147,14.6913,14.0847,14.5573,218.360001,72393660
04-02-2015,14.5527,14.7653,14.4533,14.57,218.550003,49580655
05-02-2015,14.6587,15.032,14.6425,14.7327,220.990005,52844205
06-02-2015,14.8,14.8933,14.4333,14.4907,217.360001,48658965
09-02-2015,14.3587,14.5287,14.1327,14.4987,217.479996,52086345
10-02-2015,14.5033,14.7,14.3333,14.4193,216.289993,80858130
11-02-2015,14.1473,14.316,13.8187,14.1867,212.800003,146536530
12-02-2015,12.9047,13.5392,12.8853,13.5253,202.880005,234744105
13-02-2015,13.5267,13.7327,13.394,13.5847,203.770004,92865045
17-02-2015,13.7133,13.7133,13.4333,13.6233,204.350006,59694705
18-02-2015,13.6113,13.7447,13.5067,13.6307,204.460007,40703970
19-02-2015,13.6667,14.1627,13.5833,14.1137,211.710007,77312220
20-02-2015,14.052,14.5067,13.9873,14.474,217.110001,89731335
23-02-2015,14.3773,14.5467,13.7553,13.8223,207.339996,127496625
24-02-2015,13.8193,13.8193,13.4467,13.6073,204.110001,99053400
25-02-2015,13.6627,13.8093,13.5053,13.584,203.759995,58642800
26-02-2015,13.6,14.0727,13.4813,13.8127,207.190002,97092825
27-02-2015,13.7933,13.9033,13.52,13.556,203.339996,58231260
02-03-2015,13.5133,13.556,13.055,13.155,197.330002,118830975
03-03-2015,13.1207,13.3496,13.0213,13.304,199.559998,66484935
04-03-2015,13.2833,13.5013,13.1473,13.4957,202.440002,63329430
05-03-2015,13.5233,13.746,13.3433,13.3753,200.630005,73155225
06-03-2015,13.2807,13.3833,12.8101,12.9253,193.880005,100686570
09-03-2015,12.9593,12.966,12.55,12.7253,190.880005,101050860
10-03-2015,12.564,12.9,12.5067,12.688,190.320007,83695365
11-03-2015,12.7433,13.0787,12.734,12.916,193.740005,74623065
12-03-2015,12.9167,12.9633,12.65,12.738,191.070007,62239410
13-03-2015,12.5967,12.7833,12.488,12.5787,188.679993,81514470
16-03-2015,12.8,13.0607,12.6533,13.0467,195.699997,84431745
17-03-2015,13.0287,13.2473,12.9293,12.982,194.729996,73410780
18-03-2015,12.9973,13.392,12.874,13.3807,200.710007,72314040
19-03-2015,13.4667,13.6393,12.9687,13.0433,195.649994,127128660
20-03-2015,13.1633,13.266,13.0414,13.2053,198.080002,64042005
23-03-2015,13.2333,13.3667,13.1647,13.3087,199.630005,39474390
24-03-2015,13.4387,13.586,13.3167,13.448,201.720001,54747900
25-03-2015,13.218,13.2393,12.8467,12.9533,194.300003,85955835
26-03-2015,12.928,12.986,12.6467,12.6937,190.410004,61919340
27-03-2015,12.6047,12.6193,12.0933,12.3333,185,129074205
30-03-2015,12.39,12.8167,12.12,12.7047,190.570007,151342740
31-03-2015,12.902,12.9173,12.5607,12.5847,188.770004,75398535
01-04-2015,12.58,12.82,12.4033,12.506,187.589996,56919315
02-04-2015,12.682,12.882,12.6667,12.7333,191,75155520
06-04-2015,13.2,13.85,13.1667,13.54,203.100006,186837165
07-04-2015,13.5007,13.6707,13.4093,13.55,203.25,65217960
08-04-2015,13.88,14.06,13.7247,13.8447,207.669998,94546755
09-04-2015,13.8953,14.0247,13.7413,14.006,210.089996,57003375
10-04-2015,13.99,14.11,13.9333,14.06,210.899994,61015140
13-04-2015,14.029,14.2,13.9367,13.9853,209.779999,56373450
14-04-2015,13.9047,13.966,13.7,13.8307,207.460007,45389445
15-04-2015,13.8307,13.9727,13.7733,13.8553,207.830002,29285670
16-04-2015,13.8467,13.9447,13.7527,13.78,206.699997,24885885
17-04-2015,13.666,13.792,13.5667,13.786,206.789993,37048890
20-04-2015,13.7853,13.8567,13.59,13.6847,205.270004,38388765
21-04-2015,13.72,14.05,13.6207,13.9607,209.410004,51488115
22-04-2015,14.1667,14.792,14.1127,14.6293,219.440002,117945555
23-04-2015,14.5513,14.7653,14.4767,14.5733,218.600006,66167760
24-04-2015,14.7,14.72,14.534,14.5617,218.429993,36417645
27-04-2015,14.8373,15.9167,14.8,15.4367,231.550003,175089405
28-04-2015,15.65,15.7,15.202,15.3653,230.479996,91280685
29-04-2015,15.3367,15.6647,15.1753,15.4967,232.449997,59041155
30-04-2015,15.3593,15.526,15.0113,15.07,226.050003,58677855
01-05-2015,15.3293,15.4513,14.6937,15.0687,226.029999,79225335
04-05-2015,15.212,15.6487,15.1407,15.3673,230.509995,66518940
05-05-2015,15.8507,15.9667,15.2753,15.53,232.949997,86953095
06-05-2015,15.6067,15.6313,15.2133,15.362,230.429993,79063995
07-05-2015,14.7333,15.832,14.6833,15.7867,236.800003,141838635
08-05-2015,15.7327,15.894,15.58,15.774,236.610001,70023540
11-05-2015,15.7527,16.192,15.6873,15.966,239.490005,85083930
12-05-2015,16.0073,16.4233,15.8793,16.316,244.740005,95451435
13-05-2015,16.5073,16.5533,16.15,16.212,243.179993,81602475
14-05-2015,16.3213,16.326,16.0833,16.2733,244.100006,43439040
15-05-2015,16.262,16.6267,16.1667,16.5893,248.839996,67913445
18-05-2015,16.4667,16.66,16.4,16.5833,248.75,50298180
19-05-2015,16.562,16.7333,16.41,16.476,247.139999,55113465
20-05-2015,16.4753,16.516,16.0915,16.29,244.350006,56333535
21-05-2015,16.202,16.4413,16.1572,16.3747,245.619995,29559645
22-05-2015,16.3587,16.5733,16.334,16.5153,247.729996,33346335
26-05-2015,16.512,16.8,16.4333,16.497,247.460007,52480230
27-05-2015,16.5673,16.6333,16.37,16.4953,247.429993,51123000
28-05-2015,16.4687,16.7867,16.3367,16.7633,251.449997,54709245
29-05-2015,16.7333,16.8578,16.6287,16.72,250.800003,56839245
01-06-2015,16.7607,16.7733,16.498,16.63,249.449997,37575855
02-06-2015,16.5947,16.6267,16.42,16.5567,248.350006,32022135
03-06-2015,16.5467,16.7147,16.4673,16.5993,248.990005,26722575
04-06-2015,16.5,16.62,16.3807,16.3947,245.919998,36804225
05-06-2015,16.4,16.6467,16.3787,16.6093,249.139999,45330390
08-06-2015,16.7233,17.25,16.6873,17.086,256.290009,75254955
09-06-2015,17.0267,17.1827,16.9427,17.0667,256,39167190
10-06-2015,16.7933,16.9333,16.5667,16.7133,250.699997,51816795
11-06-2015,16.884,16.958,16.6953,16.7607,251.410004,30660870
12-06-2015,16.6807,16.8973,16.6807,16.7127,250.690002,21335025
15-06-2015,16.6467,16.752,16.4007,16.692,250.380005,32792625
16-06-2015,16.6753,16.896,16.6063,16.8747,253.119995,29770170
17-06-2015,16.8113,17.624,16.8013,17.3607,260.410004,82693800
18-06-2015,17.4667,17.564,17.3347,17.4593,261.890015,41740545
19-06-2015,17.4933,17.5867,17.34,17.5007,262.51001,36945195
22-06-2015,17.4767,17.6267,17.046,17.3193,259.790009,68416185
23-06-2015,17.3547,17.8667,17.238,17.8447,267.670013,58062270
24-06-2015,17.7987,17.8233,17.5813,17.678,265.170013,36184395
25-06-2015,17.7633,18.094,17.6833,17.9193,268.790009,42738060
26-06-2015,17.926,17.9407,17.7333,17.806,267.089996,57576510
29-06-2015,17.4633,17.73,17.38,17.468,262.019989,52183635
30-06-2015,17.6533,18.0613,17.6,17.884,268.26001,46304025
01-07-2015,18.074,18.1747,17.8567,17.9433,269.149994,31518360
02-07-2015,18.6797,18.83,18.2207,18.668,280.019989,107458950
06-07-2015,18.592,18.7793,18.42,18.648,279.720001,61828995
07-07-2015,18.3333,18.3467,17.3847,17.8587,267.880005,91576890
08-07-2015,17.288,17.3867,16.954,16.9973,254.960007,93316155
09-07-2015,17.272,17.53,17.1193,17.1947,257.920013,50011155
10-07-2015,17.4813,17.5333,17.188,17.2767,259.149994,39162870
13-07-2015,17.4833,17.5033,17.07,17.4773,262.160004,44404785
14-07-2015,17.4733,17.7327,17.3673,17.71,265.649994,28614615
15-07-2015,17.7827,17.8327,17.472,17.5427,263.140015,30324315
16-07-2015,17.6147,17.8133,17.544,17.7787,266.679993,24239415
17-07-2015,18.1667,18.3693,17.8833,18.3107,274.660004,75061485
20-07-2015,18.3333,19.11,18.1693,18.8173,282.26001,74676810
21-07-2015,18.0033,18.2333,17.77,17.7847,266.769989,91630290
22-07-2015,17.418,17.9627,17.3907,17.858,267.869995,46574400
23-07-2015,17.9767,17.9933,17.6847,17.8133,267.200012,33408585
24-07-2015,17.8253,18.0727,17.5947,17.694,265.410004,42547470
27-07-2015,17.4953,17.6288,16.7193,16.8673,253.009995,70412880
28-07-2015,17.05,17.6933,16.7892,17.6547,264.820007,58437120
29-07-2015,17.618,17.8593,17.4667,17.588,263.820007,41851425
30-07-2015,17.5127,17.796,17.474,17.786,266.790009,30518400
31-07-2015,17.84,17.9573,17.6749,17.7433,266.149994,33338280
03-08-2015,17.7527,17.7807,17.138,17.3327,259.98999,38302110
04-08-2015,17.334,17.7813,17.2227,17.752,266.279999,35287950
05-08-2015,17.572,18.0667,17.36,18.0087,270.130005,71970870
06-08-2015,16.636,17,15.7413,16.4087,246.130005,219356310
07-08-2015,16.2387,16.2487,15.8927,16.1673,242.509995,76100850
10-08-2015,15.8767,16.198,15.7367,16.076,241.139999,62787900
11-08-2015,15.81,15.9533,15.6293,15.8247,237.369995,63974085
12-08-2015,15.6667,15.9847,15.516,15.878,238.169998,56087355
13-08-2015,15.9907,16.432,15.9413,16.1673,242.509995,70337730
14-08-2015,16.4827,16.5287,16.118,16.21,243.149994,65472150
17-08-2015,17.0373,17.106,16.7007,16.9993,254.990005,107650350
18-08-2015,17.0253,17.3967,16.904,17.3813,260.720001,62925525
19-08-2015,17.3553,17.3767,17.0013,17.0167,255.25,54064230
20-08-2015,16.804,16.9707,16.1267,16.1453,242.179993,73586355
21-08-2015,15.7333,16.2533,15.3673,15.3847,230.770004,98853510
24-08-2015,13.5193,15.4267,13,14.5913,218.869995,143723775
25-08-2015,15.368,15.3933,14.608,14.6687,220.029999,64909410
26-08-2015,15.1953,15.2,14.3673,14.9893,224.839996,74445630
27-08-2015,15.4,16.3167,15.3873,16.1993,242.990005,114839385
28-08-2015,16.124,16.7633,16.1047,16.5653,248.479996,82705095
31-08-2015,16.3847,16.9967,16.3673,16.604,249.059998,70503480
01-09-2015,16.0227,16.4,15.798,15.9087,238.630005,81821475
02-09-2015,16.3427,16.5253,15.9853,16.5127,247.690002,69437610
03-09-2015,16.804,16.8053,16.3333,16.3713,245.570007,62921580
04-09-2015,16.0593,16.2727,15.88,16.1287,241.929993,55337295
08-09-2015,16.3367,16.6107,16.27,16.5447,248.169998,47073465
09-09-2015,16.8033,16.95,16.5535,16.594,248.910004,50861820
10-09-2015,16.482,16.7149,16.3553,16.5653,248.479996,40635360
11-09-2015,16.5093,16.6827,16.3153,16.6827,250.240005,35262660
14-09-2015,16.74,16.95,16.6447,16.8793,253.190002,43362765
15-09-2015,16.85,16.9733,16.6333,16.9047,253.570007,44001990
16-09-2015,16.8693,17.5253,16.8587,17.4833,262.25,66256215
17-09-2015,17.5973,17.7,17.3793,17.4713,262.070007,53787180
18-09-2015,17.1973,17.588,17.1667,17.3747,260.619995,56445960
21-09-2015,17.5987,18.1047,17.0533,17.6133,264.200012,91802325
22-09-2015,17.2687,17.51,17.058,17.396,260.940002,54965295
23-09-2015,17.4633,17.472,17.1723,17.404,261.059998,39011670
24-09-2015,17.302,17.5633,17.0807,17.5413,263.119995,51722865
25-09-2015,17.774,17.794,17.0767,17.1273,256.910004,56600880
28-09-2015,17.1567,17.3193,16.4407,16.562,248.429993,73227030
29-09-2015,16.6973,16.982,16.364,16.4433,246.649994,55547310
30-09-2015,16.8,16.8267,16.156,16.56,248.399994,73197240
01-10-2015,16.5007,16.5667,15.8087,15.992,239.880005,68594460
